serial_no,candidate_or_party,election_name,declaration_id,transaction_date,category,donor_or_recipient,id_number,income_amount,expenditure_amount,donation_method,deposit_date,returned_or_paid_to_treasury,purpose,money_type,address,phone_number,disclosed_recipient,recipient_staff_name,recipient_staff_title,party_staff_name,party_staff_title,relationship,correction_note,correction_date
3789,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3790,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,670.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3791,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,670.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3792,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3793,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3794,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3795,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3796,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3797,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3798,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,元寶加油站股份有限公司,16975463,0.00,600.00,,,,油資,金錢,,,否,,,,,,,
3799,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,北基國際股份有限公司日盛加油站,17906991,0.00,1560.00,,,,油資,金錢,,,否,,,,,,,
3800,賴清德,113年總統、副總統選舉,首次申報,1121014,雜支支出,呷飯皇帝大,25873699,0.00,935.00,,,,餐飲費用,金錢,,,否,,,,,,,
3801,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,埔榮加油站有限公司,28066208,0.00,1000.00,,,,油資,金錢,,,否,,,,,,,
3802,賴清德,113年總統、副總統選舉,首次申報,1121014,雜支支出,阿火獅鵝肉担,38895865,0.00,1165.00,,,,餐飲費用,金錢,,,否,,,,,,,
3803,賴清德,113年總統、副總統選舉,首次申報,1121014,雜支支出,昌鋐有限公司,42885241,0.00,1534.00,,,,餐飲費用,金錢,,,否,,,,,,,
3804,賴清德,113年總統、副總統選舉,首次申報,1121014,雜支支出,双羊小吃部,45495506,0.00,220.00,,,,餐飲費用,金錢,,,否,,,,,,,
3805,賴清德,113年總統、副總統選舉,首次申報,1121014,集會支出,亞威原住民農業行,47591940,0.00,5000.00,,,,餐飲費用,金錢,,,否,,,,,,,
3806,賴清德,113年總統、副總統選舉,首次申報,1121014,集會支出,亞威原住民農業行,47591940,0.00,5000.00,,,,餐飲費用,金錢,,,否,,,,,,,
3807,賴清德,113年總統、副總統選舉,首次申報,1121014,雜支支出,享諨有限公司昌平分公司,54105403,0.00,4160.00,,,,餐飲費用,金錢,,,否,,,,,,,
3808,賴清德,113年總統、副總統選舉,首次申報,1121014,宣傳支出,群祥實業社,66993640,0.00,22800.00,,,,製作競選物品,金錢,桃園市中壢區****,,否,,,,,,,
3809,賴清德,113年總統、副總統選舉,首次申報,1121014,集會支出,新天地國際實業股份有限公司,70757197,0.00,39000.00,,,,租用場地費用,金錢,台中市北屯區****,04-2*****,否,,,,,,,
3810,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,力揚停車場設備股份有限公司板橋營業所,82196283,0.00,110.00,,,,停車費,金錢,,,否,,,,,,,
3811,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,和雲行動服務股份有限公司台中高鐵站,82517855,0.00,3560.00,,,,租車費用,金錢,臺中市烏日區****,,否,,,,,,,
3812,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,和雲行動服務股份有限公司台中高鐵站,82517855,0.00,189.00,,,,租車費用,金錢,臺中市烏日區****,,否,,,,,,,
3813,賴清德,113年總統、副總統選舉,首次申報,1121014,雜支支出,新業食材家有限公司,83305041,0.00,66.00,,,,其他費用,金錢,,,否,,,,,,,
3814,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,中豐加油站股份有限公司,86607548,0.00,1232.00,,,,油資,金錢,,,否,,,,,,,
3815,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,歐特儀股份有限公司捷運新店站轉乘停車場,91651494,0.00,100.00,,,,停車費,金錢,,,否,,,,,,,
3816,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,久井企業股份有限公司中正西路加油站,92227519,0.00,1000.00,,,,油資,金錢,,,否,,,,,,,
3817,賴清德,113年總統、副總統選舉,首次申報,1121014,集會支出,基路伯休閒農業行,92261142,0.00,5000.00,,,,餐飲費用,金錢,,,否,,,,,,,
3818,賴清德,113年總統、副總統選舉,首次申報,1121014,集會支出,基路伯休閒農業行,92261142,0.00,5000.00,,,,餐飲費用,金錢,,,否,,,,,,,
3819,賴清德,113年總統、副總統選舉,首次申報,1121014,交通旅運支出,寶坤實業股份有限公司中清加油站,99079247,0.00,2044.00,,,,油資,金錢,,,否,,,,,,,
3820,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,計程車,,0.00,115.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3821,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,台灣中油股公司油品行銷事業部桃園營業處春日路加油站,02488111,0.00,1583.00,,,,油資,金錢,,,否,,,,,,,
3822,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,紅美小吃部,09272349,0.00,4800.00,,,,餐飲費用,金錢,,,否,,,,,,,
3823,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,原藝林企業社,10960463,0.00,87.00,,,,文具用品,金錢,,,否,,,,,,,
3824,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,東之園草袋飯,12074890,0.00,960.00,,,,餐飲費用,金錢,,,否,,,,,,,
3825,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1445.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3826,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1445.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3827,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1445.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3828,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1445.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3829,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1490.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3830,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1490.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3831,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1490.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3832,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1490.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3833,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1490.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3834,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1490.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3835,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,臺灣高鐵,16446274,0.00,1445.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3836,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2258.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
3837,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2258.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
3838,賴清德,113年總統、副總統選舉,首次申報,1121015,租用競選辦事處支出,輝麟科技有限公司,25015326,0.00,94500.00,,,,電腦設備（第三批第六期）,金錢,臺北市中正區****,02-2*****,否,,,,,,,
3839,賴清德,113年總統、副總統選舉,首次申報,1121015,租用競選辦事處支出,輝麟科技有限公司,25015326,0.00,9135.00,,,,電腦設備（第四批第四期）,金錢,臺北市中正區****,,否,,,,,,,
3840,賴清德,113年總統、副總統選舉,首次申報,1121015,租用競選辦事處支出,輝麟科技有限公司,25015326,0.00,15750.00,,,,電腦設備（第二批第六期）,金錢,臺北市中正區****,,否,,,,,,,
3841,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,華楠實業有限公司,27976496,0.00,20700.00,,,,水,金錢,臺北市大安區****,,否,,,,,,,
3842,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,寶利流通事業有限公司屏東分店,29383456,0.00,3463.00,,,,文具用品,金錢,,,否,,,,,,,
3843,賴清德,113年總統、副總統選舉,首次申報,1121015,集會支出,峰達視聽工程有限公司,42591772,0.00,140000.00,,,,租用設備費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
3844,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,費奧納咖啡,57966381,0.00,2035.00,,,,餐飲費用,金錢,,,否,,,,,,,
3845,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,斯娜堡農產行,72427763,0.00,2500.00,,,,餐飲費用,金錢,,,否,,,,,,,
3846,賴清德,113年總統、副總統選舉,首次申報,1121015,雜支支出,阿忠海產店,78756946,0.00,9600.00,,,,餐飲費用,金錢,,,否,,,,,,,
3847,賴清德,113年總統、副總統選舉,首次申報,1121015,交通旅運支出,和雲行動服務股份有限公司左營高鐵站,82716741,0.00,3647.00,,,,租車費用,金錢,高雄市左營區****,,否,,,,,,,
3848,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,210.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3849,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,190.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
3850,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車-UBER,,0.00,164.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3851,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,200.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3852,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,260.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3853,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,275.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3854,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車-UBER,,0.00,301.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3855,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,305.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3856,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,85.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3857,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,100.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3858,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,535.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3859,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,610.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3860,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,計程車,,0.00,595.00,,,,車資,金錢,,02-2*****,否,,,,,,,
3861,賴清德,113年總統、副總統選舉,首次申報,1121016,雜支支出,中華郵政股份有限公司,03741302,0.00,1230.00,,,,匯費,金錢,臺北市大安區****,,否,,,,,,,
3862,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,台灣中油股份有限公司油品行銷事業部台中營業處石岡豐勢路加油站,05886252,0.00,1463.00,,,,油資,金錢,,,否,,,,,,,
3863,賴清德,113年總統、副總統選舉,首次申報,1121016,雜支支出,中華郵政股份有限公司南投中山街郵局,06094320,0.00,30.00,,,,匯費,金錢,,,否,,,,,,,
3864,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,台灣中油股份有限公司油品行銷事業部東區營事處中山路加油站,08119972,0.00,500.00,,,,油資,金錢,,,否,,,,,,,
3865,賴清德,113年總統、副總統選舉,首次申報,1121016,雜支支出,港記燒臘,09112603,0.00,185.00,,,,餐飲費用,金錢,,,否,,,,,,,
3866,賴清德,113年總統、副總統選舉,首次申報,1121016,宣傳支出,尚美廣告社,10875229,0.00,15000.00,,,,製作宣傳廣告費用,金錢,,,否,,,,,,,
3867,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,280.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3868,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3869,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3870,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3871,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3872,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3873,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3874,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,280.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3875,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3876,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3877,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3878,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,290.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3879,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3880,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3881,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3882,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3883,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,臺灣高鐵,16446274,0.00,1460.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
3884,賴清德,113年總統、副總統選舉,首次申報,1121016,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,1599.00,,,,其他費用,金錢,臺北市大安區****,,否,,,,,,,
3885,賴清德,113年總統、副總統選舉,首次申報,1121016,雜支支出,皇家排骨店,19624364,0.00,1100.00,,,,餐飲費用,金錢,彰化縣彰化市****,,否,,,,,,,
3886,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1988.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
3887,賴清德,113年總統、副總統選舉,首次申報,1121016,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1988.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
3888,賴清德,113年總統、副總統選舉,首次申報,1121016,雜支支出,吉香便當,25330936,0.00,370.00,,,,餐飲費用,金錢,,,否,,,,,,,
